Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,6,G-88506/LGWM1,530206С5,,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,530206С5 [ISO] 6G-88506/LGWM1,,,,,,6,unchanged,,yes,6 G-88506/LGWM1 (SKF),NO_DIMS
SKF,Подшипник,ИГОЛЬЧАТЫЙ,KR,40,PPX,534903ДК1,,40.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,534903ДК1 [ISO] KR40PPX,,,,,,40,unchanged,,yes,KR 40 PPX (SKF),NO_DIMS
SKF,Подшипник,,NX,15,Z+IR12O15O1,5-564701К1,5.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-564701К1 [ISO] NX15Z+IR12O15O1,,,,,,15,unchanged,,,NX 15 Z+IR12O15O1 (SKF),NO_CAT
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,X7322B.MB/TT,666322Л1,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,666322Л1 [ISO] 3x7322B.MB/TT,,,,,,3,unchanged,,yes,3 X7322B.MB/TT (SKF),NO_DIMS
SKF,Подшипник,ИГОЛЬЧАТЫЙ,NKXR,40,Z+IR35O40,4-594807К,,40.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,4-594807К [ISO] NKXR40Z+IR35O40,,,,,,40,unchanged,,yes,NKXR 40 Z+IR35O40 (SKF),NO_DIMS
SKF,Подшипник,ИГОЛЬЧАТЫЙ,NKXR,45,Z+IR40O45,5-594808,,45.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-594808 [ISO] NKXR45Z+IR40O45,,,,,,45,unchanged,,yes,NKXR 45 Z+IR40O45 (SKF),NO_DIMS
SKF,Подшипник,ИГОЛЬЧАТЫЙ,NKXR,50,Z+IR45O50,5-594809,,50.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-594809 [ISO] NKXR50Z+IR45O50,,,,,,50,unchanged,,yes,NKXR 50 Z+IR45O50 (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,O7256BG/TFTW,656256Л4,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,656256Л4 [ISO] 3O7256BG/TFTW,,,,,,3,unchanged,,yes,3 O7256BG/TFTW (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,X7315BGMB/TT,666315Л,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,666315Л [ISO] 3x7315BGMB/TT,,,,,,3,unchanged,,yes,3 X7315BGMB/TT (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,X7322GTB/TT,666322Е1,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,666322Е1 [ISO] 3x7322GTB/TT,,,,,,3,unchanged,,yes,3 X7322GTB/TT (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,X7322BEP/TT,666322Е1,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,666322Е1 [ISO] 3x7322BEP/TT,,,,,,3,unchanged,,yes,3 X7322BEP/TT (SKF),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,,3,X7322GMB/TT,666322Л1,,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,666322Л1 [ISO] 3x7322GMB/TT,,,,,,3,unchanged,,yes,3 X7322GMB/TT (SKF),NO_DIMS
SKF,Подшипник,,,140080,/140140H,14-697716Л,,80.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,77.07,,,,ISO,14-697716Л [ISO] 140080/140140H,,,,,,140080,unchanged,,,140080/140140H (SKF),NO_DIMS|NO_CAT
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,66208,АЕ,7208BE/P5,,40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-66208АЕ [APROM] 7208BE/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,5-66208АЕ,gost_hyphen,,yes,5 66208 АЕ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,66212,Е,7212BE/P5,,60.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-66212Е [APROM] 7212BE/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,5-66212Е,gost_hyphen,,yes,5 66212 Е (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,66305,,7305BJ,,25.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,66305 [APROM] 7305BJ,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,66305,unchanged,,yes,66305 (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,66406,АЛ,7406BM/P6,,30.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-66406АЛ [APROM] 7406BM/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,6-66406АЛ,gost_hyphen,,yes,6 66406 АЛ (ГПЗ-20),NO_DIMS
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,YET,206,/LGMT3,780206К1С17,30.0,62.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,780206К1С17 [ISO] YET206/LGMT3,,,,,,206,unchanged,,yes,YET 206/LGMT3 (SKF),OK
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,YET,208,/LGMT3,780208КНС17,40.0,80.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,780208КНС17 [ISO] YET208/LGMT3,,,,,,208,unchanged,,yes,YET 208/LGMT3 (SKF),OK
SKF,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНЫЙ,GE,6,E,ШМ6,,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,шм6 [ISO] GE6E,,,,,,6,unchanged,,yes,GE 6 E (SKF),NO_DIMS
SKF,Подшипник,,ADR.WAX,2,/P6S1,6-1000092ЮТ,15.0,35.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,6-1000092ЮТ [ISO] ADR.WAX2/P6S1,,,,,,2,unchanged,,,ADR.WAX 2/P6S1 (SKF),NO_CAT
SKF,Подшипник,,ADR.WAY,5,/P5S1,5-1000095ЮТ,95.0,170.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISO,5-1000095ЮТ [ISO] ADR.WAY5/P5S1,,,,,,5,unchanged,,,ADR.WAY 5/P5S1 (SKF),NO_CAT
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46202,Р1,7202AC/P4,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46202Р1 [APROM] 7202AC/P4,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46202Р1,gost_hyphen,,yes,4 46202 Р1 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46202,,7202ACD/P4A,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46202 [APROM] 7202ACD/P4A,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46202,gost_hyphen,,yes,4 46202 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46202,Е1,A7202E.TPA.P5,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46202Е1 [APROM] A7202E.TPA.P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46202Е1,gost_hyphen,,yes,5 46202 Е1 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46202,Е1У,A7202E.TRA.P5.,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46202Е1У [APROM] A7202E.TRA.P5.,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46202Е1У,gost_hyphen,,yes,5 46202 Е1У (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46202,Е1УП,A7202E.TRA.P5,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46202Е1УП [APROM] A7202E.TRA.P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46202Е1УП,gost_hyphen,,yes,5 46202 Е1УП (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46202,К,A7202E.TPA.P5,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46202К [APROM] A7202E.TPA.P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46202К,gost_hyphen,,yes,5 46202 К (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46164,Л,7064ACDMA/P5,,320.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46164Л [APROM] 7064ACDMA/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46164Л,gost_hyphen,,yes,5 46164 Л (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46202,Р,7202AC/P4,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46202Р [APROM] 7202AC/P4,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46202Р,gost_hyphen,,yes,4 46202 Р (ГПЗ-4),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46208,АЛ,7208ACMA,,40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46208АЛ [APROM] 7208ACMA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,46208АЛ,suffix_inline,,yes,46208 АЛ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46209,АЛ,7209ACEMA/P6,,45.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46209АЛ [APROM] 7209ACEMA/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,6-46209АЛ,gost_hyphen,,yes,6 46209 АЛ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46209,АЕ,7209ACTE,,45.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46209АЕ [APROM] 7209ACTE,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,46209АЕ,suffix_inline,,yes,46209 АЕ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46208,АЕ,7208ACD/P6,,40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46208АЕ [APROM] 7208ACD/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,6-46208АЕ,gost_hyphen,,yes,6 46208 АЕ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46208,АЕ1,7208ACD/P6,,40.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46208АЕ1 [APROM] 7208ACD/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,6-46208АЕ1,gost_hyphen,,yes,6 46208 АЕ1 (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46212,АЛ,7212ACMA/P6,,60.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46212АЛ [APROM] 7212ACMA/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,6-46212АЛ,gost_hyphen,,yes,6 46212 АЛ (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46209,АЕ1,7209ACD/P5,,45.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46209АЕ1 [APROM] 7209ACD/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,5-46209АЕ1,gost_hyphen,,yes,5 46209 АЕ1 (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46209,Л,7209ACMA,,45.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46209Л [APROM] 7209ACMA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,46209Л,suffix_inline,,yes,46209 Л (ГПЗ-20),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46212,АЕ1,7212ACD/P5,,60.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46212АЕ1 [APROM] 7212ACD/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,5-46212АЕ1,gost_hyphen,,yes,5 46212 АЕ1 (ГПЗ-20),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46204,Л,7202ACMA/P5,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46204Л [APROM] 7202ACMA/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46204Л,gost_hyphen,,yes,5 46204 Л (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46204,Л1,7204ACMA/P5,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46204Л1 [APROM] 7204ACMA/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46204Л1,gost_hyphen,,yes,5 46204 Л1 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46204,Е5,7204ACD/P6,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46204Е5 [APROM] 7204ACD/P6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,6-46204Е5,gost_hyphen,,yes,6 46204 Е5 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,6,46204,ЮТ,7204AC/P6HWS,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,6-46204ЮТ [APROM] 7204AC/P6HWS,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,6-46204ЮТ,gost_hyphen,,yes,6 46204 ЮТ (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46303,Е,7303X3TA,,17.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46303Е [APROM] 7303X3TA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46303Е,gost_hyphen,,yes,4 46303 Е (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,12,46107,У,7007ACD/PA9AGA,,35.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,12-46107У [APROM] 7007ACD/PA9AGA,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,12-46107У,gost_hyphen,,yes,12 46107 У (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,,46107,К,7007ACD,,35.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,46107К [APROM] 7007ACD,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,46107К,suffix_inline,,yes,46107 К (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46112,Л,7012ACMA/P5,,60.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46112Л [APROM] 7012ACMA/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46112Л,gost_hyphen,,yes,5 46112 Л (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46113,Л,A7013E.TPA.P5,,65.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46113Л [APROM] A7013E.TPA.P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46113Л,gost_hyphen,,yes,5 46113 Л (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,2,46202,Е1Ш2У,A7202E.TPA.T9G,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2-46202Е1Ш2У [APROM] A7202E.TPA.T9G,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,2-46202Е1Ш2У,gost_hyphen,,yes,2 46202 Е1Ш2У (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46202,Б1Т2,A7202E.MP.P4.,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46202Б1Т2 [APROM] A7202E.MP.P4.,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46202Б1Т2,gost_hyphen,,yes,4 46202 Б1Т2 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,4,46202,К1,A7202E.TPA.P4,,15.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,4-46202К1 [APROM] A7202E.TPA.P4,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,4-46202К1,gost_hyphen,,yes,4 46202 К1 (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,2,46204,Е,7204ACD/PA9A,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,2-46204Е [APROM] 7204ACD/PA9A,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,2-46204Е,gost_hyphen,,yes,2 46204 Е (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46203,Р,7203AC/P5,,17.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46203Р [APROM] 7203AC/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46203Р,gost_hyphen,,yes,5 46203 Р (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46204,Б,7204AC/P5,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46204Б [APROM] 7204AC/P5,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46204Б,gost_hyphen,,yes,5 46204 Б (ГПЗ-4),NO_DIMS
ГПЗ-4,Подшипник,ШАРИКОВЫЙ РАДИАЛЬНО-УПОРНЫЙ,5,46204,ЕШ3,7204ACT/P5Q6,,20.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,5-46204ЕШ3 [APROM] 7204ACT/P5Q6,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=4,4,,2026-02-09T13:48:50Z,5-46204ЕШ3,gost_hyphen,,yes,5 46204 ЕШ3 (ГПЗ-4),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,30,52320,М,NU320ECMA+HJ320,,320.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,30-52320М [APROM] NU320ECMA+HJ320,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,30-52320М,gost_hyphen,,yes,30 52320 М (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,30,52536,ЛМ,NU2236EC/C4+HJ2236,,2236.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,30-52536ЛМ [APROM] NU2236EC/C4+HJ2236,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,30-52536ЛМ,gost_hyphen,,yes,30 52536 ЛМ (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,52618,ЛМ,NU2318ECMA+HJ23,,2318.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,52618ЛМ [APROM] NU2318ECMA+HJ23,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,52618ЛМ,suffix_inline,,yes,52618 ЛМ (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,52328,М,NU328ECMA+HJ328,,328.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,52328М [APROM] NU328ECMA+HJ328,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,52328М,suffix_inline,,yes,52328 М (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,,52332,М,NU322ECMA+HJ322,,332.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,52332М [APROM] NU322ECMA+HJ322,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,52332М,suffix_inline,,yes,52332 М (SKF),NO_DIMS
SKF,Подшипник,РОЛИКОВЫЙ ЦИЛИНДРИЧЕСКИЙ,30,52536,Л1М,NU2236EC/C4+HJ2236,,2236.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,30-52536Л1М [APROM] NU2236EC/C4+HJ2236,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=SKF,SKF,,2026-02-09T13:48:50Z,30-52536Л1М,gost_hyphen,,yes,30 52536 Л1М (SKF),NO_DIMS
ГПЗ-20,Подшипник,ШАРИКОВЫЙ УПОРНЫЙ,,18228,,53228+U228,140.0,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,18228 [APROM] 53228+U228,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=20,20,,2026-02-09T13:48:50Z,18228,unchanged,,yes,18228 (ГПЗ-20),OK
ГПЗ-1,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,7910,,49585/49520,50.8,101.6,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aprom nomenclature,7910 [APROM] 49585/49520,aprom.by,https://aprom.by/cgi-bin/nomenclature.pl?brand=1,1,,2026-02-09T13:48:50Z,7910,unchanged,,yes,7910 (ГПЗ-1),OK
